Week_Start,Week_End,Ticker,Setup,Entry,StopLoss,Target1,Target2,Risk_Pct,Fund_Status,Status,Detected_Date
2026-01-05,2026-01-09,KIRLOSENG.NS,VCP_COMPRESSION,1176.4000244140625,1172.0999755859375,1185.0001220703125,1400.7000732421875,0.3655260743697072,STRONG,ACTIVE,2026-01-09
2026-01-05,2026-01-09,GMDCLTD.NS,44MA_SUPPORT_BUY,571.0999755859375,563.25,586.7999267578125,705.0999755859375,1.374536144548698,NEUTRAL,ACTIVE,2026-01-09
2026-01-05,2026-01-09,HEG.NS,NR7_CONTRACTION,593.5499877929688,590.6500244140625,599.3499145507812,745.5499877929688,0.4885794690501724,NEUTRAL,ACTIVE,2026-01-09
2026-01-05,2026-01-09,MMTC.NS,NR7_CONTRACTION,64.43000030517578,64.4000015258789,64.48999786376953,83.28999710083008,0.0465602656445512,NEUTRAL,ACTIVE,2026-01-09
2026-01-05,2026-01-09,NLCINDIA.NS,NR7_CONTRACTION,256.29998779296875,255.8000030517578,257.2999572753906,298.29998779296875,0.1950779418744295,NEUTRAL,ACTIVE,2026-01-09
2026-01-05,2026-01-09,PGEL.NS,NR7_CONTRACTION,605.4000244140625,600.9000244140625,614.4000244140625,698.2000732421875,0.74331017815127,STRONG,ACTIVE,2026-01-09
2026-01-12,2026-01-16,GPIL.NS,44MA_SUPPORT_BUY,261.20001220703125,256.0,271.6000366210937,306.6000061035156,1.9908162189937568,NEUTRAL,ACTIVE,2026-01-12
2026-01-12,2026-01-16,IDBI.NS,NR7_CONTRACTION,102.9000015258789,101.0500030517578,106.5999984741211,124.97999572753906,1.7978604924080852,STRONG,ACTIVE,2026-01-12
2026-01-12,2026-01-16,MCX.NS,NR7_CONTRACTION,2215.0,2174.0,2297.0,2563.0,1.8510158013544016,STRONG,ACTIVE,2026-01-12
2026-01-12,2026-01-16,BDL.NS,44MA_SUPPORT_BUY,1530.5999755859375,1491.0999755859375,1609.5999755859375,1806.800048828125,2.580687353328801,NEUTRAL,ACTIVE,2026-01-13
2026-01-12,2026-01-16,IIFL.NS,NR7_CONTRACTION,647.5999755859375,627.3499755859375,688.0999755859375,767.6499633789062,3.1269303217125883,STRONG,ACTIVE,2026-01-13
2026-01-12,2026-01-16,SAIL.NS,NR7_CONTRACTION,148.66000366210938,143.25,159.48001098632812,177.4600067138672,3.639179018457325,NEUTRAL,ACTIVE,2026-01-13
2026-01-12,2026-01-16,RECLTD.NS,44MA_SUPPORT_BUY,368.4500122070313,358.1499938964844,389.050048828125,425.2999877929688,2.7954995167049463,STRONG,ACTIVE,2026-01-14
2026-01-12,2026-01-16,GUJGASLTD.NS,44MA_SUPPORT_BUY,413.4500122070313,404.0,432.35003662109375,478.0,2.285648065793077,NEUTRAL,ACTIVE,2026-01-15
2026-01-19,2026-01-23,M&MFIN.NS,44MA_SUPPORT_BUY,359.29998779296875,351.8999938964844,374.0999755859375,428.5,2.0595586273017923,STRONG,ACTIVE,2026-01-19
2026-01-19,2026-01-23,JWL.NS,44MA_SUPPORT_BUY,316.5,306.45001220703125,336.5999755859375,389.7999877929688,3.175351593355056,NEUTRAL,ACTIVE,2026-01-21
2026-01-19,2026-01-23,OIL.NS,44MA_SUPPORT_BUY,433.2999877929688,426.5,446.8999633789063,499.6999816894531,1.5693487155641908,STRONG,ACTIVE,2026-01-21
2026-01-26,2026-01-30,HINDCOPPER.NS,VCP_COMPRESSION,539.0,523.6500244140625,569.699951171875,664.7999877929688,2.847861889784322,NEUTRAL,ACTIVE,2026-01-26
2026-01-26,2026-01-30,ANGELONE.NS,44MA_SUPPORT_BUY,2518.0,2495.39990234375,2563.2001953125,2994.8028578407,0.8975416066818904,STRONG,ACTIVE,2026-01-27
2026-01-26,2026-01-30,BANKINDIA.NS,NR7_CONTRACTION,161.77999877929688,156.24000549316406,172.8599853515625,192.0699920654297,3.424399386781161,NEUTRAL,ACTIVE,2026-01-27
2026-01-26,2026-01-30,JINDALSAW.NS,NR7_CONTRACTION,176.3300018310547,174.10000610351562,180.7899932861328,217.3300018310547,1.2646717543142012,NEUTRAL,ACTIVE,2026-01-27
2026-01-26,2026-01-30,GRAPHITE.NS,44MA_SUPPORT_BUY,623.8499755859375,602.0999755859375,667.3499755859375,729.699951171875,3.4864151400457755,NEUTRAL,ACTIVE,2026-01-27
2026-01-26,2026-01-30,UNIONBANK.NS,NR7_CONTRACTION,176.1999969482422,170.75999450683594,187.0800018310547,207.7199859619141,3.087402120105724,NEUTRAL,ACTIVE,2026-01-28
2026-02-02,2026-02-06,GRSE.NS,NR7_CONTRACTION,2515.800048828125,2483.108861298263,2581.182423887849,3135.280810313411,1.2994350463221318,NEUTRAL,ACTIVE,2026-02-04
2026-02-02,2026-02-06,FEDERALBNK.NS,NR7_CONTRACTION,286.8999938964844,276.0,308.6999816894531,342.84999084472656,3.79923113571664,STRONG,ACTIVE,2026-02-05
